N3042022	3439 7022 3439
N9698045	5310 2163 1872 5310 2163 8517 1872
N9698102	5956 7026 1859 4412
N9698104	2774 1577 4069 2774 3500 1577 4069
N9698128	6352
N9698132	3780
N9698140	1015 8091 7836 7631
N9698232	5620 8530
N9698241	8526 1579 8349 4833 4070 7014 4642 8202 3108
N9698243	2826
N9698269	5201 7234 447 447 2341 6621
N9698272	3511 5299 1577 8324 7746
N9698306	1566 81 8202 2190
N9698341	7527
N9698346	3493 7574 5310 6846 7087 3560
N9698418	8516 1443 6164
N9698464	8091 4928 5189 8000 2789 1343 2758
N9698499	283
N9698504	8046
N9698557	3500 2541
N9698585	1993 1993 5310
N9698586	3267 5047
N9698639	1577
N9698683	3202 7792 3245 2538
N9698718	7831
N9698759	3529 4899 3257 7927 4841 1423 3440
N9698776	5310 4841 81
N9698785	6290
N9698819	1752 8229 1162
N9698874	387 7499 3836
N9698886	4592 5310 2298 7499 7899 7836
N9698891	6980 7171 7404
N9698896	2774 5913 3317
N9698974	5310 2127
N9699020	3510 3787
N9699037	1207
N9699053	470 8242 470 8242
N9699096	1579 5310 5848 3252 7715 3104 7193
N9699108	1660 5310 4820
N9699247	7425 7425 2734 808
N9699368	3975 4715 6204
N9699380	1396 7396
N9699394	2722 7738 6480 7396
N9699417	5310 81
N9699477	7585 5310 2869
N9699487	1707
N9699499	5310
N9699524	5330
N9699539	1906 1207
N9699562	4687 3698
N9699564	5310 7171 1872 7396
N9699577	1194 5310 1687 2751 78
N9699601	5325
N9699615	3529 6871 1356 7377 3440 8202
N9699625	5310 7899 81
N9699639	7661 8468
N9699647	7169 7169 5310 971
N9699672	2465 2465 3288 861 7918
N9699678	6426 2489 8029 7087 7359
N9699692	6652 5310 2666 7732 278
N9699742	8324 7960
N9699812	6971 296 296 2632 1910 6219 5303
N9699845	3899 4638 5084
N9699858	1572
N9699866	4899 5442
N9699867	5310 2163 1505 6601 6601 7569
N9699875	5310 2856
N9699886	950 5067 1577 7504 8539
N9699909	2471 6171 3093 2580 1115 4224
N9699950	6550 81
N9699953	5979 3656 333 7653 4889
N9699956	5310 2163 2163 4880
N9700002	383 6476
N9700018	3311 7499 2054 7899 2304 426 7836
N9700021	5518 3492 6941 1577 8472 3093 3479
N9700068	7396 758
N9700074	8311 5310 2261 6314 1872
N9700085	4687 7255 3698
N9700105	1034 7389 1015 7499 1503 1335 6452 81 5763 7530
N9700156	1577 7087 1718 5703
N9700173	2524
N9700227	2298 3568 5784
N9700295	1474 3311 7499 5677 8140 6980 1474 3311 7499 884 5536 5677 8140
N9700356	3764 2713 2851
N9700358	3094 6030 81
N9700388	3587 7501 3427 250 5136 3093 2061 6294 3597
N9700447	4715 3440
N9700453	5310 3094 2370 5241 4423 1524 5768 7193
N9700482	7404
N9700483	7389 259 5310 2123 551 2250 7700 246 3727 6184
N9700511	5442 3440
N9700540	5747 1566 1611 1013 2190
N9700597	6159
N9700607	5310
N9700692	8202
N9700708	1577
N9700793	7131
N9700883	5442
N9700891	6886 6082 7396 8202
N9700892	7527 7527 1993 5310 6159 2856
N9701020	3836
N9701070	3340 4610 4497 1956 3568 5442
N9701201	3540 8029 4900 8119 6063
N9701250	3807 2931
N9701266	85 4550 3496 81
N9701289	5451 4163 3104 5847 6592 7611 437
N9701323	5756
N9701366	81
N9701368	6980 7391 6176 1015 7499 81
N9701469	7171
N9701477	7936 5310 6176 7380 967 744 4841 3440 8202 3832
N9701520	5107
N9701571	7761 5337 7990 2053 1682
N9701597	3886 81 7569 2190
N9701604	6942 5884 8409
N9701608	1034 1419
N9701616	4013 1943
N9701632	380 7723 3806
N9701642	1102
N9701649	3587 3050 7840 7501 6294 8114
N9701661	1906 6853 4722 2190
N9701678	2176 6891 2014 5349 3440
N9701681	5310 1577 875
N9701693	5189 5433
N9701719	3094 3859
N9701723	8490 3772
N9701778	3504
N9701792	5953 913 2869
N9701846	5183
N9701867	7521 3886 4249
N9701887	5467
N9701892	8108 719 8202
N9701899	3500 5310 4369 8411 1492 8229 246 7530 943 6682
N9701917	8108 2730 2759 2167 2707 437
N9701928	6430 4160 7663 2215
N9701971	6496 5310 2163 7463 7087 7380 6847 4356 3440 8202
N9701992	5310 7499 7836 8202 5310 7499 7836
N9702077	3358 8177 3568 4031
N9702083	7499
N9702111	7499 6940 3787 3787
N9702117	4690
N9702156	4636
N9702167	5452 1858
N9702173	5310
N9702176	5310 2374 1474 6815 7569
N9702181	8181 7255
N9702211	520 608
N9702237	7171 7180
N9702252	3894 7234
N9702258	4850 7009 414 2549 4170
N9702262	8086 2021 6098 6290 967 4841 3440 6898 8202 4993
N9702269	7527 5310 6863 6863 81
N9702277	460 5442 6082 8202
N9702281	8443 1577 517 3560 3560 3560
N9702293	4555 5011 5113 6471 8237 8237 8237 7215
N9702362	4788 4185 5442
N9702395	3529 7119 1221 1724
N9702422	3718
N9702511	710 1318 7396
N9702565	8539 76 415
N9702575	4689 7234 6532 616 3894 7653
N9702647	3396 273 822 1871 3006 7396 8202 1607
N9702937	3529 2799 2856 7396
N9702954	5310
N9702964	8474 6673 8029 1577 2874 3144
N9703086	3894 1752
N9703103	4040 4928 4879 4624 1872
N9703118	7018
N9703144	5978 7380 5847 4170
N9703151	4928 4583 1872
N9703181	5768 6257
N9703192	7499 6940 7396
N9703200	85 2079 7396
N9703205	1007 8102
N9703358	6673 6220 1229 2907 4901
N9703482	7936 6176 4899 7087 6150 4841 3440 8202 7936 6176 4899 7087 6150 4841 3440 8202
N9703497	1489 7353 3427 7956 4618 4645 3698 1108 1800 7469 8202 7912
N9703548	5476
N9703617	7499
N9703727	1577 1263 3818
N9703841	28 7663
N9703873	8149 6176 4724 8189 565 1954 2708
N9703884	1993 654 6603 6603
N9703890	6940
N9703952	6496 3529 7637 3568 6937 7396 5084
N9703997	1182 2163 6176 5978 6923 3440 5048
N9704034	5310 7354 1872 8202 7569
N9704136	773 1570 4086 7477 6245
N9704165	5310 2163 3298 4928 8309 81 7569
N9704166	5347
N9704182	6725
N9704206	7389 3740 2952
N9704235	7840 5310 4547
N9704245	383 6863
N9704276	3740 5459 5310 2500 728 437
N9704290	2374
N9704305	2416 7840 5518 3511 6639 3186
N9704331	8108 8202
N9704385	2767 5356
N9704452	401 401 155 5337 175 298 8202
N9704464	1463 6471
N9704504	273 4899 8202
N9704565	7491 6863
N9704597	7501 2374 7663 4366 2498 8485
N9704642	1660 5310
N9704739	4071
N9704776	7396
N9704792	3529 2163 476 3410 5048
N9704868	4922 125 2328
N9704918	8029
N9704951	270 8324
N9705036	4071 8029 7396
N9705039	3529 2163 5978 5442 3410 5048
N9705050	7308 5047 6255 6234 4144 7195
N9705178	8054 3664 1752
N9705187	8029 2127 5417 7288 1549 7396
N9705230	7171 5442 977 4015 5084
N9705244	5956 5310 7316 51 1664
N9705283	1190 8202
N9705293	1631 6909 1566 1207 81 7808 6442
N9705297	5310 6176 7087 1898 1898 5442 8202
N9705312	5329 2711 7714 5310 5310 7105 2977 3659 1950 677 4233 7499 7255 813 2580 1954 1572 81 3321 7339
N9705320	5310 1207 3440
N9705336	3390 6972 8131 3174
N9705343	6412 4802 6871 767 8112 3 4841 437 3440
N9705402	4922 4922 1419 7499 2328 7569
N9705408	4237 6054 1129 704 4841 2868 6712
N9705425	4329 273 6886 1350 8202
N9705454	5310 2375
N9705526	744 4841
N9705589	1499 1577
N9705600	7171 4478
N9705612	7087 4965
N9705645	4251 3440
N9705657	5310 3581 836 5768 7396 1333
N9705749	4329 6132
N9705757	4550 4550 5310 3764 7234 1015 7129 3789 272 5884 5738 3104 3894 1572 1524 7836 7653
N9705760	2536 5848 7880 8411 5189 3104 5813
N9705786	1910
N9705793	1837 7214 678 4496 6352
N9705852	4137 3478 6933 7950
N9705889	6554 7171 8238 2447
N9705903	5897 1713 1713 1713 6742
N9705908	5051 2982 327 1004 4528 6801 4258 5464 5538 5465 1596 3506 5711 5262 2949 5704
N9705956	2537 5272 7425 270 270 6471 1076
N9706059	7425 6471 5847
N9706077	5337 6176 3789 5768 6821
N9706095	7491 2190
N9706142	7527 6091 7499 5884 1752
N9706173	8108 3526 1579 6871 7924 4841
N9706174	7689 7053 2668 4564 8367 8367 6712 5084
N9706177	2003 1579 5978 3659 2208 3252 413 437
N9706219	1194 1194 7499 272 1687 1198 2751 78 6219
N9706238	7840 4071 3094 4833
N9706244	5628 7840 7501 5518 5355 134 2374 3492 5197 6941 2712 6881 3093 3093 3597
N9706248	1577
N9706261	715 5011 6471
N9706264	5310 2163 6176 5978 3573 7380 4841 5768 437 3440 8202
N9706270	4137 4468 6933
N9706316	2202 815 7836 5768
N9706355	3094 7171 4928
N9706438	4116
N9706609	3568 8202
N9706626	2736 879 4217 1678 7396 7826
N9706630	7332
N9706637	1049
N9706640	3201
N9706650	7299
N9706658	3605
N9706665	6219
N9706671	8148 6852
N9706675	4928
N9706714	6091
N9706873	383
N9706875	5953
N9706892	3643 7715
N9706927	5310 1872
N9706929	7635 7840 5201 7009 1577 5455 4767 3505 7396
N9706950	2285
N9706958	2169 3485 1577 4468 2856 437
N9706960	4841 3440 4015 4015
N9706973	7527 2632 4274 1752 1606
N9707012	869 3102 8215 8215 2524 6227 550
N9707014	7251 372 5084
N9707025	3593 4071 5943 2437 3380
N9707041	7840 6577 959 5310 4468 7087 6712 5218 6261 7396 8202
N9707046	6367 551 5884 6084 8547
N9707055	5310 5287 7463 81
N9707064	7653
N9707067	1577
N9707071	6133
N9707101	5310 1486 1524 5768
N9707108	3511 6008 5274 6712 1333
N9707109	3916 4339 8395 2447
N9707110	5059 6079 5310 387 1015 2388 7836 6184
N9707117	1823 4274
N9707134	5261 3086 5960 4903 3410
N9707138	1380 5027 1724
N9707148	3587 1467 1993 4154 5047 7454 4868 6294 2410
N9707156	7936 4028 5847 372 7663 4841 3440 4810
N9707175	8526
N9707209	3367 8202
N9707230	6517 1577
N9707239	1906 4715
N9707269	7764
N9707271	5310 3094 2298 3104 6922 5768
N9707307	7840 5518 1225 1579 3492 250 6941 6639 7758 3068 1163
N9707308	5628 7840 5518 1906 4868
N9707333	7171 5742
N9707337	5913 2211 4588 4588 6933
N9707338	5337 3630 1028
N9707344	1938 134 6117 1997 4421
N9707346	5628 3473 968 5197 7593 8016 3093 3093 4409 7436 3597 8137
N9707359	6219 1572
N9707376	7527 5742 8091
N9707384	4426 2716 5760 2162 3338 5442 278
N9707390	1274 8203 1501
N9707413	7840 1225 5310 6176 2127 3078 6951 1076 1724 2856
N9707430	5956 1477
N9707437	81 5768 437
N9707468	6712 6261
N9707480	7389 5459 5310 8091 7404 7852
N9707504	8311 7171 6853 1872
N9707533	667 4426 5480 5491 5221 3492 5197 5047 8472 3784 3093 3653 13 2974 3514 3597
N9707542	7499
N9707555	5310 7499 2751 78 5768
N9707559	4222 5310 2163 437 6735
N9707560	7917 25 5310 6176
N9707583	5340
N9707597	4727 5978 7887 1383 7380 4841 5768
N9707600	6176 5310
N9707605	5979 2374 3689 4847
N9707608	5310 5408 2950 523
N9707651	6091
N9707655	1225 4727 4841 3440 8202 5048
N9707659	5310 2163
N9707694	2188 3718
N9707718	1993 2457 1577 8538 2813 4868 6234 6429 8495 8495 2856 2796
N9707759	6294 4290
N9707764	4004 2869 5560
N9707769	2037
N9707813	2430
N9707855	6219 2202
N9707874	1419 4235 598 6245 8202
N9707889	4811 1225 2298 5839
N9707905	2973 7119 3656 4907 5337 5978 2127 2984 2430 3104 967 1724 5629 5768 437 2734 5789
N9707922	578 6886 4129 460 1188
N9707928	3709 5310 3485 81
N9707972	6744
N9707979	4928
N9707987	6091
N9708006	4675 4675 8324 6401 4148
N9708008	5287
N9708020	1617 8321 3209 1577 3129
N9708022	1579 5310 5978 2127 2430 3104 2826 967 1724 5768 2734
N9708047	1207
N9708091	1577 6009
N9708198	2734
N9708215	7585 1225 4733 6471 1770 7396 5945
N9708217	5569
N9708262	578 6886 4129 1188 3288 8202
N9708264	3529 6220 5936 5249 2827 7838 1798 7792 1982 5847 5442 7252
N9708280	551
N9708333	5287
N9708335	3201
N9708347	5913
N9708359	6980 7836
N9708367	2972
N9708375	1225 2127 2298 4468 7663 8485 2856
N9708418	8441 5310 1355 871
N9708480	5310 5287 7463 1572
N9708512	7840 8536 8029 6712 8202
N9708529	85
N9708576	2430
N9708579	5978 5442 5048
N9708585	8314 1428 6176 4686 2127 3057 3214 3573 1072 3068 4841 4795 2734 3440
N9708603	6176 3093 3009 5930
N9708613	7877 5839 5103
N9708618	8526 8196 7585 7315 1617 5449 7734 3485 1418 7051 6616 8281 7087 3323 1156 1163 7193 8202
N9708642	4389 5310
N9708656	6512 2801 2205 8211 4559 5603 120 2231 8446 278
N9708667	3708 3708
N9708704	5310 2500 1492 81
N9708757	1015 1577 8091 7836
N9708766	5310 7674 4456 7170 8202
N9708831	1419 7105 1495 6995 6885 219 5969
N9708887	6373 6768 7988
N9708920	7171 5884
N9708938	5310 2374
N9708974	2176
N9708980	869 4613 4686 3164 7298
N9709003	2751
N9709029	3660
N9709056	2541
N9709057	715 2412 7425 5011 2737 4338 4091 5362 236 7245 6713 4020 1751
N9709058	2546 3822 1492
N9709085	2298
N9709095	1993 1724 2856
N9709117	6176 802 282 4841 4170
N9709121	6980 2385 4632
N9709138	460 546
N9709142	6980
N9709240	3529 4256 5442 2319 7396
N9709303	5287
N9709326	5321 533 5572 1577
N9709329	4627 8310 4753 1737
N9709360	5540 5540 4687 291 5955 4494
N9709403	1577 3515
N9709506	1419 8029 6082
N9709532	4618
N9709538	5688
N9709555	1577 8332 1333
N9709556	1993
N9709573	1577 6682 6682
N9709579	4822
N9709583	319 5979 5979 2412 4857 4375 6713
N9709646	4071 3386 7171 5442 7396
N9709664	7129
N9709690	7583
N9709746	1015 7396
N9709817	5310 6054 2021 4841 3440
N9709843	7404
N9709848	4691
N9709871	5884
N9709880	4900 6472 2869
N9709914	6682
N9709946	5310 2495 334 3770 6937
N9709965	3367 1577 2279 1844
N9709979	785
N9709983	6801 6261
N9710049	3764 1524
N9710065	4071 6459 7193
N9710076	1577
N9710119	7290 2450 5310 1207 4392 584
N9710203	7182 1332
N9710235	1577 5777 598 8102
N9710250	5872 5929
N9710267	6680 3487 3102 7078
N9710399	8202
N9710488	999 2826 7653
N9710502	7840 1579 5310 5337 6176 5054 7087 5945
N9710568	3529 6115 4899 288 1971 6831 7838 5442 7396 6672
N9710608	2003 5310 2163 6176 6341 7087 1383 767 4841 81 3440 3832
N9710652	5929 7396
N9710690	3529 6115 421 7132 2827 6930 348 6672
N9710697	7917 3764 4724 2298 2806 7042
N9710702	284 3102 6646
N9710729	3500 6198 4592 8316 5708 5243 581 3439 6591
N9710762	4531 1337
N9710786	7527 7451
N9710799	3564 6712
N9710805	718 1724
N9710806	2486
N9710816	8174
N9710830	4715 3037 7396
N9710906	1577
N9710931	1407 4154 4154 1577
N9710937	5268
N9711026	4812 4089
N9711061	2176 6577 7954 2962
N9711076	4166 3367 8332
N9711089	7491 4518 4468
N9711149	5610 4028 7087 744 3068 4841 3440
N9711200	4071 6712
N9711234	8264
N9711283	7917 4724 2298 6945 4734
N9711284	4013 4550 4550 3764 1066 7121 5189 2447 1524 7653 7653 6682
N9711384	6517 3117 4846
N9711393	2374 3689 4847
N9711482	5873 4071
N9711488	5947 5947 7342 5337 5079 345 6557 3129
N9711638	1425
N9711681	6268
N9711702	1767 1767 3357 3386 5391 3421 3421 6245 7396 8202
N9711707	8029 152 6225
N9711710	7840 7501 4468 7663 8485 437
N9711728	6290 7396 3440
N9711738	2037 815
N9711758	1577 7499 7909
N9711790	1740 4754 5442
N9711800	3718
N9711824	7972 8144 7499
N9711828	3689 5406 126 4375 7790 6713 2364
N9711837	7389 8214 807 2447
N9711857	2176 5310 3568 6700 81 7569 2190
N9711877	6575 4115 3102 5496 3479
N9711878	5310 8128 7602 8247 2190
N9711938	7605 7969 6053 8467
N9711985	212 764 5111 6082 8202
N9712062	6413 1716 4841 8202
N9712178	2412 599 6713
N9712268	6091 7396
N9712341	7798 6517 1577 4962
N9712373	1474
N9712506	1993 6176 1076 7663 1072
N9712513	3386 1483 1792 3909
N9712569	5818 1987
N9712573	7389 5310 1950 1752 2706
N9712581	5550 7991 258 7392 7746
N9712591	473
N9712608	7024 4271
N9712632	7087 6290 3573 2638 977 7396 3440 546
N9712654	7087 8124 5442 8202 8099
N9712666	8321 270
N9712680	1155 2923 4170
N9712694	1887 4591 4984 557
N9712699	1577 5093
N9712745	7940 1256 8521 8016 7758 7758
N9712787	2971 2385 4632
N9712809	3718 5929 7396
N9712856	4762 6127 7663 7663 424 8485 1569
N9712885	6592 2923 2577 4170
N9712905	1068
N9712908	7396
N9712970	501 5310 7499 6933
N9712973	8311 7171 6853 6490 5469 2190
N9712995	4550 7653 6682
N9713100	6592 2923 2079 2577
N9713108	715 5337
N9713142	5310 3117 2521 7396
N9713166	6720 7396 3924 7760
N9713197	6176 1307 4468 2753 5705 7396
N9713227	674 318
N9713242	8189
N9713248	8214 7569
N9713255	4222 6558 5848 4583 6933
N9713270	4900
N9713291	3764
N9713308	2363 677
N9713330	2363
N9713341	1910
N9713353	8029 4833 7924
N9713391	4618 5442 5236 7396
N9713432	4550 6682 2426
N9713440	6980 8411 705 2385
N9713482	6307 4619 7425 5011 5011 4338 5047 3131 1460 7097 4953 3478 4144 8461 3924
N9713501	1577 2061
N9713525	1993 6577 5310 2298 7286 2856 645 437
N9713538	6558 1906 5848
N9713572	5245 8000 7339
N9713579	2592 5323 1993 2955 5310 5978
N9713581	8029 1396 6612 3042 5442 8202 1826
N9713588	2363
N9713616	4550 4550 3764 2426 7372 2447 7653
N9713626	8029 1396 6612 7396
N9713638	7534 3224 7171
N9713664	8029
N9713719	3390 7800 6972 8131 3164
N9713814	1732 1732 5310 5337 3689 1274 6713
N9713905	380
N9713926	8029 1333
N9713960	8091 2826 2447 7475
N9714116	1606
N9714125	85 4550 4715 2370 3504 5578 5913 6995 6060 3772 7499 2720 5884 7932 4372
N9714136	6980 5310 4900 4841 5146
N9714168	2021 3440 5641
N9714189	7527 7389 6161 3718 7499 1752 2447 5677 7042 6682
N9714195	470
N9714202	5310 4880 1207
N9714203	2722 3580 2769
N9714210	8328 6694 4265 7396 7760
N9714218	3764 2447 7396 7042
N9714229	3500 5310 6181 6176 7499 1274 5695 6510
N9714260	5310
N9714262	3240 3104 1155
N9714274	54 54 4386
N9714305	1144 6933 5103 8202
N9714372	2127
N9714376	5310 4841 8202
N9714385	5310 3040 8202
N9714388	6886
N9714407	8167 5320
N9714445	7921 6792 437
N9714477	8316 2751
N9714479	4395 3925 3440
N9714485	999 5265 5324 6176 6957 2447 4326 4820
N9714487	6176 5370
N9714506	5310 1429 8390 8390
N9714590	7389 5088 6980 6008 4687 7499 566 6940 6933 6712
N9714625	4050
N9714636	3496 4920
N9714644	7015 5310 3485 81
N9714669	999 5503 5470 4414 5960 7396
N9714693	7389 8315 8315 8316 4603 2751
N9714707	1137 751 172
N9714716	7527 3500 1416 2499 1579 5310 8316 3772 7499 5411 3093 6704 2086 2856 5768
N9714720	2370
N9714729	8311 4048 6490 1327 640
N9714754	5189 3114
N9714826	6995
N9714854	2363 5912 5435
N9714875	2385
N9714906	999 2220 4013 4550 3764 1066 7774 5884 7121 2447 7396
N9714908	8029 282 5442 4841 3440
N9714946	7527
N9714951	7389 120 7042
N9714953	5749
N9714957	5310 4687 2640 4386 7120 5310 4687 2640 4386 7120
N9715082	5210 1577 8324 3479
N9715101	1707
N9715130	5525 1052
N9715139	8202
N9715210	3483 2221 7166 8152
N9715219	1687 5768 2134 2134
N9715270	7585 1577 6815 7404
N9715308	950
N9715323	7389 3094 6030 7824 223
N9715433	7396
N9715469	1993 1351 8495 7396 8202
N9715555	4841 3440 4015
N9715577	6176 4790 4430
N9715587	372 8202
N9715619	460 5442 6082
N9715633	51
N9715635	8447
N9715680	6091
N9715682	1492 5038
N9715687	728
N9715696	6082
N9715704	6219
N9715708	2783
N9715724	807
N9715741	677
N9715746	7899 4088
N9715825	3590
N9715840	2722 7675 5387
N9715857	5354 3587 8445 2813 5398 5398 4360 6294
N9715859	8202
N9715867	999 4550 4567 4032 3894 7653 6682
N9715899	6287 8470 5310
N9715947	6980 5310 1474 7027 5768 5378
N9715959	2163 1492
N9715982	7396
N9716016	7899
N9716039	7234 8237 7215 7215 5146 4820 437
N9716046	3740 1565 1828
N9716053	7171 4138 4164
N9716069	6261
N9716071	1906 1906
N9716076	85 4651 4651 4651 7653 7653
N9716107	4757 4757 4520 4778 6208 6167 8440 2323 8195 4468 8348 2707 8182 130
N9716166	7193
N9716214	5310 8400 6176
N9716216	2631 6572 1577
N9716223	6688 3821 1123
N9716225	8095 5310 2374 3128 7171 8086 7899
N9716271	728 4632
N9716281	8311
N9716285	8532 3581
N9716297	6744 2374 3388 6454 7327 5597 1687 4681
N9716301	5842 1368
N9716304	6562 6638 7681 3104 744 4841 5960 5768 7396 3440
N9716313	7499 1095 2751
N9716351	4157 5797 7387 4833 4461 8256 6166 1782 3950 6 2539 666 1978
N9716371	5174 1460 1142
N9716406	6673 3367 6725 6048 5738 6459 4001
N9716411	3386 4683 4559 7053 5808 1907
N9716461	728
N9716468	5310 6176 2826
N9716478	1198 2856
N9716524	8202
N9716537	7499 7499
N9716546	324
N9716561	7499 1572 3931
N9716607	2442
N9716611	5768
N9716626	6941
N9716675	3593 2926 3386 3511 5337 2915 5444 5274 2945 3864 5442 6933 4472
N9716681	7663
N9716719	117 5553 6176 7327 677 7499 3448 5404 306 115 4224
N9716744	7574 5310 4715 6846 3479 2598
N9716753	4218 5752 1015 3093 8202
N9716766	2176 5103
N9716774	5956 2390 6648 2722 6176 2127 3568
N9716809	1524
N9716816	1577 2685
N9716848	728
N9716869	3857 5310
N9716871	6538 5956 4790
N9716892	2374
N9716905	5147
N9716935	2374
N9716946	3529 257 2127 6966 1076 1076 1076 7663
N9717015	6886
N9717019	1065 7499
N9717059	3478
N9717116	6517 1917 8215 6227 7396
N9717129	3821 1065 7720 7499 1123 5104
N9717138	2374
N9717180	7425 6418 8324
N9717181	7115 3478
N9717219	1482 420 7663
N9717256	209 6617 8215 544 5442
N9717347	1524
N9717359	5913
N9717372	7027
N9717378	8000
N9717381	7396
N9717392	6909
N9717400	4928
N9717411	2783
N9717423	8214
N9717425	6091
N9717438	383
N9717447	6219
N9717451	3772
N9717453	8264
N9717485	6871 3440 4015
N9717508	4071 8029
N9717515	3709 5930
N9717608	7965 802 802 4841 3440 1681
N9717646	7425 8324
N9717682	1559 1709 1577 4386 2228 6245
N9717698	444
N9717699	7171 4928 7121
N9717707	2430 2090 1172
N9717722	5442 4841 977 4015
N9717791	5337 2415 4189 5316 3677 2153 6712 8202
N9717820	7286
N9717822	8287 7255
N9717836	2064 6451
N9717838	370 677 2914 4928 1572
N9717842	410 1577 8008
N9717865	3532 2839 5310 1495 4032 2142 7530 5768
N9717868	7171
N9717908	1059 1137 751 5994 172
N9717946	4113 3385 5310 1266 51 7836
N9717962	1371
N9717998	1577
N9718007	8287 7027 4687 1950 3040 7255 3698 7663 2437 546
N9718013	8311 7171 81 7569
N9718018	7396
N9718026	5979 5310 4375 6712
N9718050	2780 2780 2952 5647 1872
N9718061	6127 2856 6192 4034
N9718078	1660 5978
N9718081	3500 5310 2430 5708
N9718089	2524 81 7569
N9718090	2374 1577
N9718109	7678 3659 5722 6586 1886 5307 8202
N9718116	5310 6273 81 1247
N9718121	3529 7574 4838 4715 6846 3479
N9718122	7425 8324 5442
N9718136	715 2412 7425 7425 5011 4058 6471 4375 7240 5362 1501
N9718171	5310 1566 5884 1123 81 8202 527
N9718209	81
N9718212	6736 2980
N9718217	5956 6471
N9718221	6788 1218
N9718225	3396 4018
N9718236	1474 6124 2632 7396
N9718241	5310 6995 6486 4221 2385 5169 1828
N9718262	1015 8091 2142 3662 7836 7530
N9718298	834
N9718301	1609 1015 7499 2720 4928 7836 7396
N9718303	1577 4674 2061 5078 7396
N9718317	785
N9718334	2004 2004 2004 6364 8408 372 7663
N9718420	999 4550 5310 6176 1066 1524 6682
N9718430	5310 7087 6080 1165 8369 193 1487
N9718456	7840 5518 1993 2391 5197 5197 250 6941 5136 3093 3093 4868 7840 5518 1993 5197 5197 250 6941 3093 4868
N9718488	2694
